Date,Open,High,Low,Close,Volume,Adj Close
2015-02-20,78.50,79.06,76.31,77.25,70600,77.25
2015-02-19,71.86,79.28,71.86,78.46,166600,78.46
2015-02-18,73.46,74.12,70.42,71.78,165800,71.78
2015-02-17,69.38,74.83,69.34,73.23,165400,73.23
