Date,Open,High,Low,Close,Volume,Adj Close
2015-02-20,50.01,51.30,49.00,50.89,55800,50.89
2015-02-19,49.63,50.28,49.40,50.09,55600,50.09
2015-02-18,49.68,50.65,49.12,50.27,57400,50.27
2015-02-17,51.44,51.50,49.20,50.01,90800,50.01
