Date,Open,High,Low,Close,Volume,Adj Close
2015-02-20,42.16,42.63,41.75,42.54,441800,42.54
2015-02-19,42.42,42.71,41.86,42.18,300000,42.18
2015-02-18,42.86,42.86,42.04,42.34,401700,42.34
2015-02-17,42.74,42.91,42.40,42.87,312200,42.87
